,price,area,bedrooms,bathrooms,stories,mainroad,guestroom,basement,hotwaterheating,airconditioning,parking,prefarea,furnishing status,new airconditionig
352,3780000,5830,100,1,1,yes,no,no,no,no,2,no,unfurnished,0
353,3780000,2856,100,1,3,yes,no,no,no,no,0,yes,furnished,0
354,3780000,8400,100,1,1,yes,no,no,no,no,1,no,furnished,0
355,3773000,8250,100,1,1,yes,no,no,no,no,2,no,furnished,0
356,3773000,2520,100,2,1,no,no,yes,no,yes,1,no,furnished,1
357,3773000,6930,100,1,2,no,no,no,no,no,1,no,furnished,0
358,3745000,3480,100,1,1,yes,no,no,no,no,0,yes,semi-furnished,0
359,3710000,3600,100,1,1,yes,no,no,no,no,1,no,unfurnished,0
360,3710000,4040,100,1,1,yes,no,no,no,no,0,no,semi-furnished,0
361,3710000,6020,100,1,1,yes,no,no,no,no,0,no,semi-furnished,0
362,3710000,4050,100,1,1,yes,no,no,no,no,0,no,furnished,0
363,3710000,3584,100,1,1,yes,no,no,yes,no,0,no,semi-furnished,0
364,3703000,3120,100,1,2,no,no,yes,yes,no,0,no,semi-furnished,0
365,3703000,5450,100,1,1,yes,no,no,no,no,0,no,furnished,0
366,3675000,3630,100,1,1,yes,no,yes,no,no,0,no,furnished,0
367,3675000,3630,100,1,1,yes,no,no,no,yes,0,no,unfurnished,1
368,3675000,5640,100,1,1,no,no,no,no,no,0,no,semi-furnished,0
369,3675000,3600,100,1,1,yes,no,no,no,no,0,no,furnished,0
370,3640000,4280,100,1,1,yes,no,no,no,yes,2,no,semi-furnished,1
371,3640000,3570,100,1,2,yes,no,yes,no,no,0,no,semi-furnished,0
372,3640000,3180,100,1,2,no,no,yes,no,no,0,no,semi-furnished,0
373,3640000,3000,100,1,2,yes,no,no,no,yes,0,no,furnished,1
374,3640000,3520,100,2,1,yes,no,yes,no,no,0,no,semi-furnished,0
375,3640000,5960,100,1,2,yes,yes,yes,no,no,0,no,unfurnished,0
376,3640000,4130,100,2,2,yes,no,no,no,no,2,no,semi-furnished,0
377,3640000,2850,100,2,2,no,no,yes,no,no,0,yes,unfurnished,0
378,3640000,2275,100,1,3,yes,no,no,yes,yes,0,yes,semi-furnished,1
379,3633000,3520,100,1,1,yes,no,no,no,no,2,yes,unfurnished,0
380,3605000,4500,100,1,1,yes,no,no,no,no,0,no,semi-furnished,0
381,3605000,4000,100,1,1,yes,no,no,no,no,0,yes,semi-furnished,0
382,3570000,3150,100,1,2,yes,no,yes,no,no,0,no,furnished,0
383,3570000,4500,100,2,2,yes,no,yes,no,no,2,no,furnished,0
384,3570000,4500,100,1,1,no,no,no,no,no,0,no,furnished,0
385,3570000,3640,100,1,1,yes,no,no,no,no,0,no,unfurnished,0
386,3535000,3850,100,1,1,yes,no,no,no,no,2,no,unfurnished,0
387,3500000,4240,100,1,2,yes,no,no,no,yes,0,no,semi-furnished,1
388,3500000,3650,100,1,2,yes,no,no,no,no,0,no,unfurnished,0
389,3500000,4600,100,1,2,yes,no,no,no,no,0,no,semi-furnished,0
390,3500000,2135,100,2,2,no,no,no,no,no,0,no,unfurnished,0
391,3500000,3036,100,1,2,yes,no,yes,no,no,0,no,semi-furnished,0
392,3500000,3990,100,1,2,yes,no,no,no,no,0,no,semi-furnished,0
393,3500000,7424,100,1,1,no,no,no,no,no,0,no,unfurnished,0
394,3500000,3480,100,1,1,no,no,no,no,yes,0,no,unfurnished,1
395,3500000,3600,100,1,2,yes,no,no,no,no,1,no,unfurnished,0
396,3500000,3640,100,1,1,yes,no,no,no,no,1,no,semi-furnished,0
397,3500000,5900,100,1,1,yes,no,no,no,no,1,no,furnished,0
398,3500000,3120,100,1,2,yes,no,no,no,no,1,no,unfurnished,0
399,3500000,7350,100,1,1,yes,no,no,no,no,1,no,semi-furnished,0
400,3500000,3512,100,1,1,yes,no,no,no,no,1,yes,unfurnished,0
401,3500000,9500,100,1,2,yes,no,no,no,no,3,yes,unfurnished,0
402,3500000,5880,100,1,1,yes,no,no,no,no,0,no,unfurnished,0
403,3500000,12944,100,1,1,yes,no,no,no,no,0,no,unfurnished,0
404,3493000,4900,100,1,2,no,no,no,no,no,0,no,unfurnished,0
405,3465000,3060,100,1,1,yes,no,no,no,no,0,no,unfurnished,0
406,3465000,5320,100,1,1,yes,no,no,no,no,1,yes,unfurnished,0
407,3465000,2145,100,1,3,yes,no,no,no,no,0,yes,furnished,0
408,3430000,4000,100,1,1,yes,no,no,no,no,0,no,unfurnished,0
409,3430000,3185,100,1,1,yes,no,no,no,no,2,no,unfurnished,0
410,3430000,3850,100,1,1,yes,no,no,no,no,0,no,unfurnished,0
411,3430000,2145,100,1,3,yes,no,no,no,no,0,yes,furnished,0
412,3430000,2610,100,1,2,yes,no,yes,no,no,0,yes,unfurnished,0
413,3430000,1950,100,2,2,yes,no,yes,no,no,0,yes,unfurnished,0
414,3423000,4040,100,1,1,yes,no,no,no,no,0,no,unfurnished,0
415,3395000,4785,100,1,2,yes,yes,yes,no,yes,1,no,furnished,1
416,3395000,3450,100,1,1,yes,no,yes,no,no,2,no,unfurnished,0
417,3395000,3640,100,1,1,yes,no,no,no,no,0,no,furnished,0
418,3360000,3500,100,1,2,yes,no,no,no,yes,2,no,unfurnished,1
419,3360000,4960,100,1,3,no,no,no,no,no,0,no,semi-furnished,0
420,3360000,4120,100,1,2,yes,no,no,no,no,0,no,unfurnished,0
421,3360000,4750,100,1,1,yes,no,no,no,no,0,no,unfurnished,0
422,3360000,3720,100,1,1,no,no,no,no,yes,0,no,unfurnished,1
423,3360000,3750,100,1,1,yes,no,no,no,no,0,no,unfurnished,0
424,3360000,3100,100,1,2,no,no,yes,no,no,0,no,semi-furnished,0
425,3360000,3185,100,1,1,yes,no,yes,no,no,2,no,furnished,0
426,3353000,2700,100,1,1,no,no,no,no,no,0,no,furnished,0
427,3332000,2145,100,1,2,yes,no,yes,no,no,0,yes,furnished,0
428,3325000,4040,100,1,1,yes,no,no,no,no,1,no,unfurnished,0
429,3325000,4775,100,1,2,yes,no,no,no,no,0,no,unfurnished,0
430,3290000,2500,100,1,1,no,no,no,no,yes,0,no,unfurnished,1
431,3290000,3180,100,1,2,yes,no,yes,no,yes,0,no,unfurnished,1
432,3290000,6060,100,1,1,yes,yes,yes,no,no,0,no,furnished,0
433,3290000,3480,100,1,2,no,no,no,no,no,1,no,semi-furnished,0
434,3290000,3792,100,1,2,yes,no,no,no,no,0,no,semi-furnished,0
435,3290000,4040,100,1,1,yes,no,no,no,no,0,no,unfurnished,0
436,3290000,2145,100,1,2,yes,no,yes,no,no,0,yes,furnished,0
437,3290000,5880,100,1,1,yes,no,no,no,no,1,no,unfurnished,0
438,3255000,4500,100,1,1,no,no,no,no,no,0,no,semi-furnished,0
439,3255000,3930,100,1,1,no,no,no,no,no,0,no,unfurnished,0
440,3234000,3640,100,1,2,yes,no,yes,no,no,0,no,unfurnished,0
441,3220000,4370,100,1,2,yes,no,no,no,no,0,no,unfurnished,0
442,3220000,2684,100,1,1,yes,no,no,no,yes,1,no,unfurnished,1
443,3220000,4320,100,1,1,no,no,no,no,no,1,no,unfurnished,0
444,3220000,3120,100,1,2,no,no,no,no,no,0,no,furnished,0
445,3150000,3450,100,1,1,yes,no,no,no,no,0,no,furnished,0
446,3150000,3986,100,2,1,no,yes,yes,no,no,1,no,unfurnished,0
447,3150000,3500,100,1,1,no,no,yes,no,no,0,no,semi-furnished,0
448,3150000,4095,100,1,1,yes,no,no,no,no,2,no,semi-furnished,0
449,3150000,1650,100,1,2,no,no,yes,no,no,0,no,unfurnished,0
450,3150000,3450,100,1,2,yes,no,yes,no,no,0,no,semi-furnished,0
451,3150000,6750,100,1,1,yes,no,no,no,no,0,no,semi-furnished,0
452,3150000,9000,100,1,2,yes,no,no,no,no,2,no,semi-furnished,0
453,3150000,3069,100,1,1,yes,no,no,no,no,1,no,unfurnished,0
454,3143000,4500,100,1,2,yes,no,no,no,yes,0,no,unfurnished,1
455,3129000,5495,100,1,1,yes,no,yes,no,no,0,no,unfurnished,0
456,3118850,2398,100,1,1,yes,no,no,no,no,0,yes,semi-furnished,0
457,3115000,3000,100,1,1,no,no,no,no,yes,0,no,unfurnished,1
458,3115000,3850,100,1,2,yes,no,no,no,no,0,no,unfurnished,0
459,3115000,3500,100,1,1,yes,no,no,no,no,0,no,unfurnished,0
460,3087000,8100,100,1,1,yes,no,no,no,no,1,no,unfurnished,0
461,3080000,4960,100,1,1,yes,no,yes,no,yes,0,no,unfurnished,1
462,3080000,2160,100,1,2,no,no,yes,no,no,0,no,semi-furnished,0
463,3080000,3090,100,1,1,yes,yes,yes,no,no,0,no,unfurnished,0
464,3080000,4500,100,1,2,yes,no,no,yes,no,1,no,semi-furnished,0
465,3045000,3800,100,1,1,yes,no,no,no,no,0,no,unfurnished,0
466,3010000,3090,100,1,2,no,no,no,no,no,0,no,semi-furnished,0
467,3010000,3240,100,1,2,yes,no,no,no,no,2,no,semi-furnished,0
468,3010000,2835,100,1,1,yes,no,no,no,no,0,no,semi-furnished,0
469,3010000,4600,100,1,1,yes,no,no,no,no,0,no,furnished,0
470,3010000,5076,100,1,1,no,no,no,no,no,0,no,unfurnished,0
471,3010000,3750,100,1,2,yes,no,no,no,no,0,no,unfurnished,0
472,3010000,3630,100,1,2,yes,no,no,no,no,3,no,semi-furnished,0
473,3003000,8050,100,1,1,yes,no,no,no,no,0,no,unfurnished,0
474,2975000,4352,100,1,2,no,no,no,no,no,1,no,unfurnished,0
475,2961000,3000,100,1,2,yes,no,no,no,no,0,no,semi-furnished,0
476,2940000,5850,100,1,2,yes,no,yes,no,no,1,no,unfurnished,0
477,2940000,4960,100,1,1,yes,no,no,no,no,0,no,unfurnished,0
478,2940000,3600,100,1,2,no,no,no,no,no,1,no,unfurnished,0
479,2940000,3660,100,1,2,no,no,no,no,no,0,no,unfurnished,0
480,2940000,3480,100,1,2,no,no,no,no,no,1,no,semi-furnished,0
481,2940000,2700,100,1,1,no,no,no,no,no,0,no,furnished,0
482,2940000,3150,100,1,2,no,no,no,no,no,0,no,unfurnished,0
483,2940000,6615,100,1,2,yes,no,no,no,no,0,no,semi-furnished,0
484,2870000,3040,100,1,1,no,no,no,no,no,0,no,unfurnished,0
485,2870000,3630,100,1,1,yes,no,no,no,no,0,no,unfurnished,0
486,2870000,6000,100,1,1,yes,no,no,no,no,0,no,semi-furnished,0
487,2870000,5400,100,1,2,yes,no,no,no,no,0,no,unfurnished,0
488,2852500,5200,100,1,3,yes,no,no,no,no,0,no,unfurnished,0
489,2835000,3300,100,1,2,no,no,no,no,no,1,no,semi-furnished,0
490,2835000,4350,100,1,2,no,no,no,yes,no,1,no,unfurnished,0
491,2835000,2640,100,1,1,no,no,no,no,no,1,no,furnished,0
492,2800000,2650,100,1,2,yes,no,yes,no,no,1,no,unfurnished,0
493,2800000,3960,100,1,1,yes,no,no,no,no,0,no,furnished,0
494,2730000,6800,100,1,1,yes,no,no,no,no,0,no,unfurnished,0
495,2730000,4000,100,1,2,yes,no,no,no,no,1,no,unfurnished,0
496,2695000,4000,100,1,1,yes,no,no,no,no,0,no,unfurnished,0
497,2660000,3934,100,1,1,yes,no,no,no,no,0,no,unfurnished,0
498,2660000,2000,100,1,2,yes,no,no,no,no,0,no,semi-furnished,0
499,2660000,3630,100,3,2,no,yes,no,no,no,0,no,unfurnished,0
500,2660000,2800,100,1,1,yes,no,no,no,no,0,no,unfurnished,0
501,2660000,2430,100,1,1,no,no,no,no,no,0,no,unfurnished,0
502,2660000,3480,100,1,1,yes,no,no,no,no,1,no,semi-furnished,0
503,2660000,4000,100,1,1,yes,no,no,no,no,0,no,semi-furnished,0
504,2653000,3185,100,1,1,yes,no,no,no,yes,0,no,unfurnished,1
505,2653000,4000,100,1,2,yes,no,no,no,yes,0,no,unfurnished,1
506,2604000,2910,100,1,1,no,no,no,no,no,0,no,unfurnished,0
507,2590000,3600,100,1,1,yes,no,no,no,no,0,no,unfurnished,0
508,2590000,4400,100,1,1,yes,no,no,no,no,0,no,unfurnished,0
509,2590000,3600,100,2,2,yes,no,yes,no,no,1,no,furnished,0
510,2520000,2880,100,1,1,no,no,no,no,no,0,no,unfurnished,0
511,2520000,3180,100,1,1,no,no,no,no,no,0,no,unfurnished,0
512,2520000,3000,100,1,2,yes,no,no,no,no,0,no,furnished,0
513,2485000,4400,100,1,2,yes,no,no,no,no,0,no,unfurnished,0
514,2485000,3000,100,1,2,no,no,no,no,no,0,no,semi-furnished,0
515,2450000,3210,100,1,2,yes,no,yes,no,no,0,no,unfurnished,0
516,2450000,3240,100,1,1,no,yes,no,no,no,1,no,unfurnished,0
517,2450000,3000,100,1,1,yes,no,no,no,no,1,no,unfurnished,0
518,2450000,3500,100,1,1,yes,yes,no,no,no,0,no,unfurnished,0
519,2450000,4840,100,1,2,yes,no,no,no,no,0,no,unfurnished,0
520,2450000,7700,100,1,1,yes,no,no,no,no,0,no,unfurnished,0
521,2408000,3635,100,1,1,no,no,no,no,no,0,no,unfurnished,0
522,2380000,2475,100,1,2,yes,no,no,no,no,0,no,furnished,0
523,2380000,2787,100,2,2,yes,no,no,no,no,0,no,furnished,0
524,2380000,3264,100,1,1,yes,no,no,no,no,0,no,unfurnished,0
525,2345000,3640,100,1,1,yes,no,no,no,no,0,no,unfurnished,0
526,2310000,3180,100,1,1,yes,no,no,no,no,0,no,unfurnished,0
527,2275000,1836,100,1,1,no,no,yes,no,no,0,no,semi-furnished,0
528,2275000,3970,100,1,1,no,no,no,no,no,0,no,unfurnished,0
529,2275000,3970,100,1,2,yes,no,yes,no,no,0,no,unfurnished,0
530,2240000,1950,100,1,1,no,no,no,yes,no,0,no,unfurnished,0
531,2233000,5300,100,1,1,no,no,no,no,yes,0,yes,unfurnished,1
532,2135000,3000,100,1,1,no,no,no,no,no,0,no,unfurnished,0
533,2100000,2400,100,1,2,yes,no,no,no,no,0,no,unfurnished,0
534,2100000,3000,100,1,2,yes,no,no,no,no,0,no,unfurnished,0
535,2100000,3360,100,1,1,yes,no,no,no,no,1,no,unfurnished,0
536,1960000,3420,100,1,2,no,no,no,no,no,0,no,unfurnished,0
537,1890000,1700,100,1,2,yes,no,no,no,no,0,no,unfurnished,0
538,1890000,3649,100,1,1,yes,no,no,no,no,0,no,unfurnished,0
539,1855000,2990,100,1,1,no,no,no,no,no,1,no,unfurnished,0
540,1820000,3000,100,1,1,yes,no,yes,no,no,2,no,unfurnished,0
541,1767150,2400,100,1,1,no,no,no,no,no,0,no,semi-furnished,0
542,1750000,3620,100,1,1,yes,no,no,no,no,0,no,unfurnished,0
543,1750000,2910,100,1,1,no,no,no,no,no,0,no,furnished,0
544,1750000,3850,100,1,2,yes,no,no,no,no,0,no,unfurnished,0
